Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_U,Pclass_1,Pclass_2,Pclass_3,"Categorized_age_(0, 10]","Categorized_age_(10, 20]","Categorized_age_(20, 30]","Categorized_age_(30, 40]","Categorized_age_(40, 50]","Categorized_age_(50, 60]","Categorized_age_(60, 70]","Categorized_age_(70, 80]"
0,1,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,71.2833,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,7.925,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,53.1,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,8.4583,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,51.8625,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,3,1,21.075,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,0,2,11.1333,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,30.0708,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,1,1,16.7,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,0,0,26.55,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1,5,31.275,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.8542,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,16.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,4,1,29.125,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
1,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,18.0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,7.225,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,8.0292,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,35.5,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3,1,21.075,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,1,5,31.3875,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,3,2,263.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,0,0,7.8792,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,27.7208,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,146.5208,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0,82.1708,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,1,0,52.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
1,0,0,7.2292,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,2,0,18.0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,1,0,11.2417,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,9.475,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,21.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,2,41.5792,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,0,0,7.8792,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,15.5,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,2,0,21.6792,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,17.8,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,4,1,39.6875,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,7.8,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,76.7292,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,1,61.9792,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0,0,35.5,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,10.5,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.2292,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,2,27.75,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0,5,2,46.9,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,7.2292,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,80.0,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0,1,0,83.475,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,3,2,27.9,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,27.7208,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,1,1,15.2458,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,10.5,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,8.1583,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,4,2,7.925,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,2,0,8.6625,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,5,2,46.9,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,73.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,14.4542,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,56.4958,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.65,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,2,29.0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1,0,0,12.475,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,9.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,9.5,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.7875,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,47.1,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,10.5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,3,0,15.85,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,3,34.375,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,3,2,263.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8542,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,61.175,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,1,2,20.575,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,34.6542,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,1,63.3583,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,1,23.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,1,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,7.8958,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,1,77.2875,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,8.6542,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,2,0,7.925,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.65,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.775,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,0,24.15,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,52.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,1,0,14.4542,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,9.825,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,14.4583,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,0,21.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,1,247.5208,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,4,2,31.275,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,2,0,73.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,30.0708,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,77.2875,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,1,0,11.2417,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.1417,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,1,22.3583,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,6.975,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,7.8958,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,1,0,14.5,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,26.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,15.0458,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,2,26.2833,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,1,0,53.1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,9.2167,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,79.2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0,2,15.2458,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.75,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,15.85,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,6.75,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,11.5,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1,1,36.75,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,0,0,7.7958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,2,2,34.375,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,2,26.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,12.525,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,1,0,66.6,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0,2,14.5,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,7.3125,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,1,61.3792,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,0,0,7.7333,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.6625,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,8,2,69.55,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,1,16.1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,15.75,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,7.775,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,8.6625,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,4,1,39.6875,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,0,2,20.525,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,0,1,55.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,1,4,27.9,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,25.925,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,56.4958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,33.5,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,4,1,29.125,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
1,1,1,11.1333,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,7.925,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,30.6958,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1,1,7.8542,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,3,1,25.4667,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,28.7125,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,0.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,8,2,69.55,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,15.05,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,4,2,31.3875,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,2,1,39.0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1,0,2,22.025,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,50.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,1,0,15.5,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,1,1,15.5,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,0,7.8542,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,1,1,26.0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1,0,0,27.7208,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0,0,146.5208,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,1,8.4042,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,13.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,9.5,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,8,2,69.55,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,6.4958,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,8.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,1,10.4625,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,1,0,15.85,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,18.7875,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,31.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,7.05,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,21.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,113.275,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,7.925,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,27.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,76.2917,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,8.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,8.05,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,90.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,9.35,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,10.5,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,13.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,1,25.4667,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,83.475,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,7.775,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,13.5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1,4,2,31.3875,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.55,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,0,2,26.25,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0,0,12.275,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,1,0,14.4542,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,15.5,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,7.125,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.225,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,2,0,90.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,7.775,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,2,14.5,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,1,1,52.5542,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0,26.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,7.25,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1,1,10.4625,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,26.55,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,1,0,16.1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,2,20.2125,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,2,15.2458,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,79.2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,86.5,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,512.3292,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0,1,26.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,4,2,31.3875,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
0,1,1,79.65,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,10.5,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,4,1,39.6875,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,1,0,7.775,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,1,153.4625,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,0,0,135.6333,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,31.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,0.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,1,19.5,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0,1,29.7,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,0,77.9583,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,0,7.75,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,0.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,4,1,29.125,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
1,1,1,20.25,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,7.75,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,7.8542,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,9.5,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,8.05,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,26.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,8.6625,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,9.5,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,13.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,7.75,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0,78.85,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,1,0,91.0792,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,12.875,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,8.85,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,7.8958,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
